0.275994	0.0587664	
0.276239	0.0209692	
0.276483	0.00522041	
0.276728	0.0146697	
0.276972	0.0384243	
0.277216	0.0621786	
0.277461	0.0413115	
0.277705	0.0204442	
0.27795	0.0321245	
0.278194	0.0438051	
0.278439	0.0360618	
0.278683	0.0283186	
0.278927	0.0397284	
0.279172	0.0763361	
0.279416	0.0761969	
0.279661	0.0340605	
0.279905	0.04862	
0.280149	0.0631795	
0.280394	0.0693395	
0.280638	0.0335026	
0.280883	0.0519993	
0.281127	0.0704961	
0.281372	0.0821683	
0.281616	0.0518434	
0.28186	0.0225687	
0.282105	0.018492	
0.282349	0.0270145	
0.282594	0.0355368	
0.282838	0.0248983	
0.283083	0.0142596	
0.283327	0.0162199	
0.283571	0.0181804	
0.283816	0.0180409	
0.28406	0.0179014	
0.284305	0.0387604	
0.284549	0.0596194	
0.284794	0.0698481	
0.285038	0.0800767	
0.285282	0.0777061	
0.285527	0.0753355	
0.285771	0.0826769	
0.286016	0.090018	
0.28626	0.059562	
0.286505	0.0291061	
0.286749	0.0166874	
0.286993	0.00426888	
0.287238	-0.00814986	
0.287482	-0.0205684	
0.287727	-0.0109386	
0.287971	-0.00130892	
0.288215	0.00832081	
0.28846	0.0179508	
0.288704	-0.00496721	
0.288949	-0.027885	
0.289193	-0.0130057	
0.289438	0.00187373	
0.289682	0.0120285	
0.289926	0.0221832	
0.290171	0.0197389	
0.290415	0.0172944	
0.29066	0.0220683	
0.290904	0.0268421	
0.291149	0.034241	
0.291393	0.0416396	
0.291637	0.0272524	
0.291882	0.054862	
0.292126	0.0808969	
0.292371	0.0649347	
0.292615	0.0901821	
0.29286	0.0902314	
0.293104	0.10183	
0.293348	0.113428	
0.293593	0.118727	
0.293837	0.124026	
0.294082	0.0999267	
0.294326	0.0758276	
0.294571	0.0741954	
0.294815	0.0725632	
0.295059	0.0835299	
0.295304	0.0944967	
0.295548	0.082365	
0.295793	0.0702336	
0.296037	0.0455029	
0.296281	0.0207722	
0.296526	0.0160558	
0.29677	0.0113394	
0.297015	0.019222	
0.297259	0.0271046	
0.297504	0.0289502	
0.297748	0.0307958	
0.297992	0.0326414	
0.298237	0.034487	
0.298481	0.0214367	
0.298726	0.00838661	
0.29897	0.0221093	
0.299215	0.0358322	
0.299459	0.0566421	
0.299703	0.0354548	
0.299948	0.00166869	
0.300192	0.00987935	
0.300437	0.0167122	
0.300681	0.0235448	
0.300926	0.0214531	
0.30117	-0.0226355	
0.301414	-0.0577996	
0.301659	-0.050967	
0.301903	-0.0577834	
0.302148	-0.0645995	
0.302392	-0.0631969	
0.302637	-0.0617943	
0.302881	-0.0813901	
0.303125	-0.100986	
0.30337	-0.0930214	
0.303614	-0.0850568	
0.303859	-0.0770919	
0.304103	-0.0691273	
0.304347	-0.0752053	
0.304592	-0.0812836	
0.304836	-0.0663631	
0.305081	-0.0514426	
0.305325	-0.0349474	
0.30557	-0.0184522	
0.305814	-0.00195694	
